Date,Longitude,Latitude,Depth,Magnitude
30/04/2023 13:01:26,37.835,38.314,11.07,4.3
29/04/2023 19:48:33,36.219,37.851,6.98,3.9
29/04/2023 17:58:29,36.464,38.041,7.02,3.7
29/04/2023 16:36:52,36.455,38.044,7,3.9
29/04/2023 02:16:52,37.348,37.517,7.04,3.6
29/04/2023 01:55:47,36.488,38.047,7,4.7
28/04/2023 18:20:04,36.677,37.908,7,3.7
28/04/2023 14:25:16,36.219,37.857,7.14,3.7
28/04/2023 06:57:51,37.844,38.141,7,3.6
28/04/2023 05:15:44,36.036,36.165,7,4.1
28/04/2023 03:46:59,36.368,37.973,6.03,3.5
27/04/2023 15:33:43,37.338,38.809,7,4.3
27/04/2023 06:31:41,36.589,37.818,7.08,3.7
26/04/2023 17:32:49,38.273,38.287,14.8,3.9
26/04/2023 15:31:03,36.422,37.986,7.36,4.3
26/04/2023 04:48:31,36.23,37.854,7,4.1
25/04/2023 22:14:08,37.288,38.057,7,4
25/04/2023 18:48:11,38.638,38.239,11.34,4
25/04/2023 14:03:04,36.058,36.268,7.69,3.7
25/04/2023 13:27:35,37.875,38.169,11.93,3.5
25/04/2023 04:02:21,37.809,38.093,7.01,3.6
24/04/2023 10:51:18,38.705,38.228,7,3.8
23/04/2023 18:43:27,37.539,38.342,8.52,3.8
23/04/2023 14:47:30,37.359,38.308,8.43,3.5
20/04/2023 07:06:55,38.258,38.307,13.51,3.5
20/04/2023 06:13:58,36.289,37.864,6.96,3.5
20/04/2023 01:54:16,37.619,37.994,6.21,3.7
19/04/2023 22:44:07,39.194,38.467,11.11,4.6
19/04/2023 18:18:32,36.303,37.859,7.71,3.8
19/04/2023 16:42:20,36.231,37.836,10.58,3.6
19/04/2023 15:09:28,36.727,37.185,7.01,3.6
19/04/2023 04:57:39,37.86,38.088,8,3.6
18/04/2023 22:47:37,36.483,38.048,7,3.6
18/04/2023 11:40:11,37.387,38.85,7,3.6
17/04/2023 15:54:32,36.592,36.467,5.68,3.6
17/04/2023 06:28:26,38.022,38.466,6.99,3.9
16/04/2023 22:55:56,36.771,38.054,8.02,3.9
16/04/2023 19:18:33,36.688,37.118,13.49,3.6
16/04/2023 15:48:51,36.238,37.904,7.07,3.5
15/04/2023 21:51:01,37.202,37.609,7.03,4.1
15/04/2023 14:37:06,37.137,37.527,7,3.5
15/04/2023 09:37:21,36.242,37.886,7,4.2
15/04/2023 09:21:42,38.225,38.092,5.36,3.5
14/04/2023 23:01:34,36.355,37.986,7,4
14/04/2023 11:44:11,36.201,37.918,14.92,3.9
13/04/2023 19:30:12,37.47,38.294,7,3.5
13/04/2023 13:47:12,38.658,38.218,13.18,3.6
13/04/2023 13:26:58,38.567,38.118,7,4.3
11/04/2023 21:44:23,38.028,38.451,7.01,3.6
11/04/2023 18:14:05,38.016,38.459,10.46,3.5
11/04/2023 08:41:32,37.903,38.807,21.44,3.8
11/04/2023 08:17:41,36.457,37.875,10.27,4
11/04/2023 05:24:19,37.181,37.538,7,3.6
